"codImport";"idEntImport";"nombre";"nombre corto";"descripción";"fechaConstitucion";"nombreDireccion";"direccion";"detalleDireccion";"direccionBreve";"cp";"ciudad";"lat";"lon";"email";"Telefono";"Pagina web";"Facebook";"Twitter";"tipo";"clasificacion";"created";"tipoCTS";"tipo_space";"tipo_topic";"tipo_agent";"direccionCompleta"
"CIVICS";415;"Rolercleta";;"Masa crítica de ciclistas que toma cuerpo todos los primeros jueves de mes a las 19h para reivindicar una ciudad que apueste por la bicicleta como medio de transporte, habilitando carriles bici y promoviendo una normativa que garantice la seguridad vial de los ciclistas.  ";;;"C/ Payaso Fofo, esquina con C/ Arroyo Olivar";;;;"Madrid";"40.391306";"-3.660227";;;;"https://www.facebook.com/Rollerkleta-VK-443991399052071";;"Centro Social";;"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";"C/ Casarrubuelos, 5, 28015 Madrid, España"
"CIVICS";416;"Vaciador 34";;"Tiene su base operativa en un espacio industrial, alquilado y autogestionado en el barrio de Carabanchel, donde se da cabida a la programación de propuestas artísticas de todo tipo, y a un uso polivalente del espacio por parte de otros colectivos. Es un proyecto de autoempleo que trata de generar otras formas de producción, relación y combate. Vaciador es un proyecto de creación, producción material e inmaterial. Producción de producción desde las grietas abiertas en la superficie del capital.";;;"C/ Matilde Hernández, 34 - 2º Izq";;;;"Madrid";"40.391337";"-3.733775";"vaciador34@gmail.com";;"http://vaciador34.net/";;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";421;"Centro de Mayores Chino";;"El Club de Jubilados Chinos gestiona este centro de mayores que financian los comerciantes chinos de Usera. En este espacio de libre acceso para cualquier ciudadano puedes practicar taichi, kung-fu, ping pong... Colabora con el resto de entidades del distrito en la organización de fiestas populares, del Año Nuevo Chino, en torneos deportivos... ";;"Centro de Mayores Chino";"C/ Olvido, 62";;;;"Madrid";"40.384558";"-3.702575";;;;;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";422;"Do it Yourself";;"El Instituto Do it Yourself es una iniciativa del colectivo Todo por la Praxis. Un nuevo espacio de aprendizaje colaborativo en Madrid, bajo la máxima: Aprender haciendo. Para ello planteamos un lugar de trabajo compartido, donde investigar, construir, experimentar, prototipar y jugar.";;;"C/ Manuel Laguna, 19";;;;"Madrid";"40.381362";"-3.665675";"info@institutodoityourself.org";;"http://www.institutodoityourself.org/";;;"Urbanismo";"Cultura";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";"C/ Colmenar Viejo, 6, 28031 Madrid, España"
"CIVICS";423;"La Garbancita Ecológica";;"Cooperativa sin ánimo de lucro promovida por los Grupos Autogestionados de Consumo (GAK) para el fomento de una ali­mentación responsable agroeco­lógica, autogestionada, popular y de responsabilidad comparti­da campo-ciudad. Abastece a las decenas de grupos de consumo que funcionan en Madrid. Espacio de venta de productos que garantizan los derechos de agricultores ecológicos para consumidores consumidores responsables.";;;"C/ Puerto del Milagro, 8";;;;"Madrid";"40.385085";"-3.657655";"lacestabasica@lagarbancitaecologica.org";;"http://www.lagarbancitaecologica.org";"https://www.facebook.com/GarbancitaEcologica";;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";427;"Centro Social La Villana";;"La Villana es un centro social autogestionado de Vallekas, del que tiran cuatro caballos de batalla: la PAH Vallekas, el Grupo de Apoyo de la Red “Yo sí Sanidad Universal”, la despensa solidaria, y la Asamblea Popular de Puente de Vallekas. Además de estas cuatro apuestas, también enseñan castellano a adultos, árabe a niños, reparación de ordenadores, entre otras.";;"Centro Social La Villana";"C/ Montseny, 35";;;;"Madrid";"40.40052";"-3.662412";"info@lavillana.org";;"http://www.lavillana.org";"https://www.facebook.com/LaVillanaVK";" @lavillanavk";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";428;"Centro Social Okupado Juvenil La Atalaya";"CSOJ La Atalaya";"Centro social okupado que pretende ser una herramienta útil para cambiar la sociedad desde una perspectiva juvenil, entendiendo que la juventud necesita espacios propios en los que empoderarse, madurar y tomar sus propias decisiones, adecuadas a los problemas específicos que les afectan jóvenes.";;"Centro Social Okupado Juvenil La Atalaya";"C/ Puerto del Milagro, 2";;;;"Madrid";"40.384927";"-3.659219";"csojatalaya@gmail.com";;"http://csojatalaya.wordpress.com / ";"https://www.facebook.com/CSOJ-Atalaya-315084338684113/";"@CSOJ_Atalaya";"Medios de Comunicación";"Cultura";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Economía Colaborativa";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";431;"Parroquia San Carlos Borromeo";;"Espacio que trabaja la acogida incondicional como seña de identidad comunitaria. En este lugar y desde hace más de 25 años, un grupo de personas da acogida e integra a jóvenes en dificultades, víctimas de las drogas, a sus familias, a los presos, inmigrantes y, en general, a seres humanos a los que nuestra sociedad excluye.";;"Parroquia San Carlos Borromeo";"C/ Peironcely, 2";;;;"Madrid";"40.382926";"-3.669748";"sancarlos@borromeo.e.telefonica.net";;"http://www.sancarlosborromeo.org/";;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Conquistas Ciudadanas del Pasado";
"CIVICS";432;"Tele K";;"Medio ciudadano, independiente de cualquier organización política o religiosa. Tiene como objetivo promover una libertad de expresión efectiva y contribuir a un mayor pluralismo informativo dando voz a los movimientos sociales y a las minorías excluidas de los medios de comunicación convencionales, así como facilitar el acceso y la participación de la ciudadanía en los medios.";;"Tele K";"C/ Río Orinoco, 7";;;;"Madrid";"40.386369";"-3.652365";"telekcontacto@gmail.com";;"http://tele-k.org/";" https://www.facebook.com/telek.vallecas";" https://twitter.com/telek_tv";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";
"CIVICS";433;"Omnívoros";;"Plataforma web y taller creativo de alto rendimiento gestionado asociativamente como espacio cooperativo/colaborativo. El Taller Omnívoros es un espacio de recursos productivos dotado con herramienta profesional para elaborar proyectos en multitud de materiales (metal, madera, resinas, mecánica, electricidad, electrónica, fotografía...). El beneficio generado se reinvierte en la mejora del espacio, de los recursos y de la oferta formativa. Se rige por la máxima ""taller hace taller"".";;;"C/ Sierra del Segura, 22";;;;"Madrid";"40.403981";"-3.663798";"facebook.com/omnivoros";;"http://taller.omnivoros.net/";"https://www.facebook.com/omnivoros";"@omnivoros";"Empresa Social";"Mayores, diversidad funcional";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Política y Gobernanza";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";437;"Radio Enlace";;"Radio comunitaria que trabaja de forma ininterrumpida desde 1990 para facilitar el acceso de la ciudadanía al medio radiofónico, impulsar la participación ciudadana y contribuir al desarrollo cultural del entorno. Radio Enlace es mucho más que una radio, es, además, un agente social y promotor cultural.";;;"C/ Costa del Sol, 13";;;;"Madrid";"40.473362";"-3.652999";"radioenlace@radioenlace.org";;"http://www.radioenlace.org/";"https://www.facebook.com/radioenlacemadrid";"@Radio_Enlace";"Apoyo Mutuo";"Cultura";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";
"CIVICS";438;"Centro Social La Bankarrota";;"Centro Político Kolectivizado. Se plantea como un centro de libre utilización para cualquier colectivo político con el fin de establecer un punto de unión para todos los movimientos sociales del barrio de Moratalaz. Gestionando un espacio común se trata de reforzar los lazos entre las diferentes fuerzas que luchan por la transformación social.";;"Centro Social La Bankarrota";"C/ Encomienda de Palacios, 46";;;;"Madrid";"40.400291";"-3.645237";"labankarrota@riseup.org";;"http://labankarrota.noblogs.org/";"https://www.facebook.com/Cpk-La-Bankarrota-1407407946228645";"@LaBankarrota";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Trabajo Colaborativo";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";439;"Asociación Caminar";;"Asociación sin ánimo de lucro que inició su andadura en 1988 en el poblado El Pozo del Huevo y se trasladó, en el proceso de realojo de su población, al edificio conocido como El Ruedo. Trabaja para mejorar las condiciones de vida de las familias en desventaja social promoviendo su protagonismo. Abierta a la participación voluntaria, ofrece talleres y cuenta con una ludoteca y una escuela deportiva. ";;;"C/ Félix Rodríguez de la Fuente, 67";;;;"Madrid";"40.415138";"-3.65921";"caminar@asociacioncaminar.org";;"http://www.asociacioncaminar.org/";;;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Medios de Comunicación Vecinales";"Cultura Libre";"Iniciativa Ciudadana";
"CIVICS";440;"Oficina de Apoyo Mutuo Ciudad Lineal";;"Espacio en el que conviven varios grupos para defender, reivindicar y poner en práctica el derecho a un trabajo y a una vivienda digna, a una alimentación suficiente y exigir el cumplimiento de los derechos que deben asistir todas las personas migrantes. Espacio de apoyo mutuo y de acceso libre.   ";;;"C/ Santa Felicidad, 13 ";;;;"Madrid";"40.423874";"-3.650345";"apoyomutuociudadlineal@gmail.com";;"https://apoyomutuocl.wordpress.com/";"https://www.facebook.com/apoyomutuodeciudadlineal";"@AM_CLineal";"Consumo";"Ecología";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Deporte";"Iniciativa Ciudadana";
"CIVICS";441;"Centro Social La Dragona";;"El edificio de viviendas de los trabajadores del cementerio de La Almudena, abandonado desde hacía años, fue okupado en 2008 por jóvenes del barrio. Hoy es un espacio liberado que alberga un taller de bicis, una biblioteca, una tienda gratis, salas de ensayo, un estudio de grabación... Es, además, un espacio de reunión de colectivos y plataformas sociales.   ";;"Centro Social La Dragona";"Avda. Daroca, 90";;;;"Madrid";"40.42597";"-3.645064";"esoaeldragon@gmail.com";;"http://www.nodo50.org/eldragondelaelipa/";"https://www.facebook.com/EsoaLaDragona";"@dragonaesoa";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Trabajo Colaborativo";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";442;"Hortaleza Periódico Vecinal";;"Periódico hecho por los vecinos de Hortaleza y para los vecinos de Hortaleza con el objetivo de fomentar la participación y el asociacionismo, impulsar el movimiento vecinal y la participación democrática, contribuir a la pluralidad y a la convivencia y fomentar la comunicación y el acceso a la información más cercana.";;;"C/ Santa Susana, 55 ";;;;"Madrid";"40.480186";"-3.647923";"info@periodicohortaleza.org";;"http://www.periodicohortaleza.org/";"https://www.facebook.com/periodicohortaleza";"@HortalezaPV";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";443;"Oficina de Apoyo Mutuo de Manoteras";;"¿No puedes pagar la hipoteca y temes perder tu vivienda? ¿Tienes dudas con tu alquiler? ¿Piensas que tu empresa está cometiendo algún abuso contra ti y tus compañeros? La Asociación Vecinal Manoteras acoge este espacio de ayuda mutua y solidaridad para construir una sociedad más justa e igualitaria desde lo local. ";;;"C/  Cuevas de Almanzora, 46";;;;"Madrid";"40.478224";"-3.657826";"ofiammanoteras@gmail.com";;"https://ofiam.wordpress.com/";;"@APManoteras";"Networking";"Cultura";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";446;"Centro Social La Morada";;"Centro social okupado autogestionado donde se desarrollan diferentes actividades, como talleres de arte, circo, clases de español, swing y biblioteca y todas aquellas que proponga el vecindario. Es, además, espacio de reunión y asamblea de la Oficina de Vivienda, entre otros colectivos.  ";;"Centro Social La Morada";"C/ Casarrubuelos, 5";;;;"Madrid";"40.43448";"-3.707711";"csoalamorada@riseup.net";;"https://csoalamorada.wordpress.com/";"https://www.facebook.com/csoa.lamorada.1";"@CSOALaMorada";"Espacio Vecinal";"Política";"2015-06-16 20:05:45+00";"colectivo";"Centro Social";"Política y Gobernanza";"Organizaciones y Asociaciones de Vecinos";"C/ Divino Pastor, 9, 28004 Madrid, España"
"CIVICS";447;"Ágora Sol Radio";;"Ágora Sol Radio es una emisora que nació a finales de mayo de 2011, al calor del 15M, desde la Acampada Sol en Madrid. Allí, en el corazón de la #SpanishRevolution, rápidamente se evidenció la necesidad de dar voz al movimiento de los indignados. Sobre todo, a la vista de cómo, muchas veces, los medios de comunicación tradicionales ignoraban (cuando no descaradamente deformaban) a un naciente movimiento que no podía entenderse fácilmente desde los esquemas tradicionales. Así, desde la Comisión de Comunicación, junto a otros grupos de trabajo, surgió la subcomisión de radio, que comenzó a emitir el 26 de mayo de 2011.";;"Centro Social Seco";"C/ Luis Peidró, 2";;;;"Madrid";"40.396051";"-3.67308";"contacto@agorasolradio.org";;"http://www.agorasolradio.blogspot.com.es/";"https://www.facebook.com/AgoraSolRadio";"@AgorasolRadio";"Espacio Vecinal";"Ecología";"2015-06-16 20:05:45+00";"colectivo";"Trabajo Colaborativo";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";"C/ del Doctor Fourquet, 24, 28012 Madrid, España"
"CIVICS";448;"Asamblea de Parados de Villaverde";;"Espacio de encuentro, autorganización, ayuda mutua y reivindicación de personas desempleadas, afectadas por contratos de trabajo precarios o preocupadas por conseguir un empleo digno y por exigir una mejora generalizada de los derechos laborales.  ";;;"C/ Acebes, 6";;;;"Madrid";"40.347755";"-3.705042";"desempleadosvillaverde@gmail.com";;"https://paradosdevillaverde.wordpress.com/ ";"https://www.facebook.com/desempleados.villaverde";"@ParadosVillaV";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";449;"OMC Radio";;"Entidad de finalidad sociocultural y naturaleza asociativa, democrática y participativa cuya actividad principal es hacer radio. Promueve la convivencia y la participación e y aprovecha el medio radiofónico para divulgar valores de integración, igualdad, interculturalidad, y todos aquellos reflejados en la declaración de los Derechos Humanos de la UNESCO.";;;"C/ Platino 29 bis";;;;"Madrid";"40.3490676";"-3.6910872";"redaccionomcradio@gmail.com";;"http://www.omcradio.org";"https://www.facebook.com/OmcRadio ";"@Omc_Radio";"Empresa Social";"Cuidados";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Iniciativa Ciudadana";
"CIVICS";450;"AVV La Unidad de Villaverde Este";;"Iniciativa promovida por los trabajadores del taller de Renfe de Villaverde Bajo para ayudar a las familias más desfavorecidas del barrio. Es un espacio vinculado a la Asociación Vecinal para apoyar y fomentar la autoorganización en la defensa del derecho a una vida digna sin generar dependencia.";;;"C/ Francisco del Pino, 45";;;;"Madrid";"40.350149";"-3.687536";"launidaddevillaverde@gmail.com";;"https://launidadvillaverde.wordpress.com/";"https://www.facebook.com/aavvvillaverde.unidadjoven";"@LaUnidadEste";"Empresa Social";"Cultura";"2015-06-16 20:05:45+00";"organizacion";"Centro Social";"Derechos e Igualdad";"Organizaciones y Asociaciones de Vecinos";"C/ Duque de Alba, 13, 28012 Madrid, España"
"CIVICS";455;"Colectivo Kontracorriente";;"Colectivo con más de 20 años de historia formado por personas de la calle decididas a cambiar lo monótono promoviendo la cultura popular. Organiza conciertos, mercadillos de trueque, festivales de calle y colabora con otras entidades en la organización de kontrafiestas del Pueblo de Vallekas.  ";;;"C/ Colmenar Viejo, 6 - Bajo";;;;"Madrid";"40.375463";"-3.622343";"kontracorrientevk@yahoo.es";;"www.kontracorriente.org";"https://www.facebook.com/kontracorriente.vallekas";;"Empresa Social";"Urbanismo";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Apoyo Mutuo y Cuidados";"Iniciativa Ciudadana";
"CIVICS";457;"Plataforma de trabajadores en paro de San Blas";;"Plataforma de trabajadores empleados y desempleados, de todas las edades, condiciones y profesiones, del distrito de San Blas-Canillejas. Pagadores de impuestos directos e indirectos que han contribuido a un sistema del que ahora les sacan y no les protege. Estudiantes. Jóvenes que ni estudian ni han tenido oportunidad de estudiar. Personas que luchan por defender sus derechos fundamentales y sus necesidades básicas.";;;"Plazuela de los Artesanos, 3";;;;"Madrid";"40.427602";"-3.616012";"platrabajadoresenparosanblas@gmail.com";;;"https://www.facebook.com/Plataforma-de-trabajadores-en-paro-San-Blas-Canillejas-157320541101725/";;"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Centro Social";"Educación Expandida";"Iniciativa Ciudadana";
"CIVICS";458;"Moratacleta - Bicicrítica Moratalaz";;"Masa crítica de ciclistas que sale a las Calles el tercer jueves de cada mes para dar visibilidad a la bicicleta como medio de transporte sostenible y exigir mejoras en las infraescturas viarias y en la normativa de circulación y seguridad. ";;;"Plaza del Encuentro";;;;"Madrid";"40.405462";"-3.651298";;;;"https://www.facebook.com/bicicritica.moratalaz";"@Moratacleta";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";459;"Onda Diamante ";;"Es la radio de la Asociación Vecinal Amistad de Canillejas que recogió el testigo de la antigua Radio Carmona, la última radio libre de Madrid que dejó de emitir por presiones de la Dirección General de Telecomunicaciones. La podéis escuchar en 98.4FM en Canillejas y a través de App Itunein Radio en el resto del mundo";;;"C/ Esfinge, 86";;;;"Madrid";"40.447116";"-3.611567";"avv.canillejas@terra.es";;"http://www.avvcanillejas.org/radio.htm";;"https://twitter.com/ondadiamante";"Empresa Social";"Consumo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";"C/ Embajadores, 41, 28012 Madrid, España"
"CIVICS";461;"Espacio Vecinal Montamarta";;"Jóvenes y asociaciones vecinales de la zona lograron recuperar para el uso de la ciudadanía un edificio municipal de Madrid Salud que llevaba años cerrado. Juntos lograron la cesión de este espacio de 900 m2 que hoy es un centro social abierto y participativo en el que se reúnen entidades del distrito y se desarrollan actividades propuestas y gestionadas por el vecindario: taller de bicis, clases de swing, cinefórum, clases de apoyo escolar, clases de fotografía... ";;"Espacio Vecinal Montamarta";"C/ Montamarta, 7";;;;"Madrid";"40.423028";"-3.621098";"espaciovecinalsb@gmail.com";;"http://evmontamarta.org";"https://www.facebook.com/evmontamarta";;"Espacio Vecinal";"Cultura";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Mediación y Facilitación";"Organizaciones y Asociaciones de Vecinos";"C/ de Embajadores, 51, 28045 Madrid, España"
"CIVICS";465;"Plataforma Salvemos la Finca de Torre Arias";;"La quinta de Torre Arias es una finca de 18 hectáreas de extensión con jardines, huertas, arroyos, puentes y un palacio de torreones almenados que su propietaria cedió al Ayuntamiento de Madrid a condición de que fuera de uso público. La plataforma ciudadana trabaja para que el Ayuntamiento rehabilite todos sus elementos arquitectónicos, conserve el patrimonio natural y garantice su uso cien por cien público. ";;;"C/ Alcalá, 550";;;;"Madrid";"40.443747";"-3.616998";"av.canillejas@gmail.com";;;"https://www.facebook.com/TORRE-ARIAS-Plataforma-247193198817160/";;"Centro Social";;"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";"C/ de Embajadores, 52, 28012 Madrid, España"
"CIVICS";467;"Asamblea de Parados de Fontarrón";;"Asamblea de personas paradas, precarias y afectadas por la crisis es impulsar nuevos espacios de participación abiertos, plurales y radicalmente democráticos, donde personas de diferentes ideas, con o sin ninguna afiliación sindical, puedan compartir sus puntos de vista, problemas, y decidir cómo defender sus derechos sociales ante la crisis.";;;"C/ Ramón Pérez de Ayala, 106";;;;"Madrid";"40.398264";"-3.653611";"asambleaparadosfontarron@gmail.com";;"http://asambleaparadosfontarron.blogspot.com.es/";"https://www.facebook.com/Asamblea-De-Parados-De-Fontarr%C3%B3n-270330119778708/";;"Apoyo Mutuo";"Cultura";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";483;"Fundación Iniciativas Sur";;"Facilitar la inserción laboral de las personas sin empleo y su desarrollo integral, fundamentalmente mediante la formación ocupacional, pero también a través de otras iniciativas que fomenten el empleo y el desarrollo local en el Sur de Madrid, propiciando un marco de aprendizaje y desarrollo personal basado en una perspectiva social de solidaridad que propicie valores como la tolerancia y el respeto a las personas.";;;"Plaza de la Asociación, 1-3";;;;"Madrid";"40.3696621416247";"-3.70830416679382";"fundacionini@iniciativassur.com";913412698;"www.iniciativassur.com";;;"Centro Social";;"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";"C/ de la Encomienda de Palacios, 46, 28030 Madrid, España"
"CIVICS";485;"Cumpleaños en el bloque";;"Proyecto de arquitectura y espacio doméstico donde se trabaja con comunidades de vecinos y bloques históricos para reivindicar los bloques de viviendas y mejorar la cohesión de sus habitantes. Montamos una exposición con el pasado y el presente del bloque con sus vecinos en el mismo edificio, y celebramos los años de vida doméstica.";;;"C/ Rodrigo de Guevara, 2";;;;"Madrid";"40.409313";"-3.70892170000002";"cumpleanosenelbloque@gmail.com";;"www.cumpleanosenelbloque.com";"www.facebook.com/cumpleenelbloque";"@cumplebloque";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Derechos e Igualdad";"Iniciativa Ciudadana";
"CIVICS";486;"Mayrit Escuela Activa";;"Cooperativa educativa de infantil y primaria formada por padres, madres y educadores dentro del marco de la pedagogía activa y respetuosa. Homologado como colegio internacional. Filosofía de ecosostenibilidad y economía del bien común en su relación con trabajadores y servicios externos.";;;"C/ Rodríguez Lázaro, 17";;;;"Madrid";"40.3773379";"-3.74509339999997";"info@mayritescuelaactiva.org";600641007;"http://www.mayritescuelaactiva.org";"https://www.facebook.com/mayritescuelaactiva";;"Empresa Social";"Ecología";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";"C/ Escuadra, 11, 28012 Madrid, España"
"CIVICS";487;"Asociación Vecinal La Flor";;"Desde hace años funcionando como un grupo motor en el ámbito vecinal, con el objetivo de construir un ámbito político ciudadano cooperativo, con democracias directas, inclusivas y participativas. Se caracteriza por articular las actuaciones movimentistas con las actuaciones en el ámbito institucional,  participando con una gran actividad propositiva y crítica frente al modelo de participación impuesto, e impulsando paralelamente iniciativas de base colaborativas con otros colectivos. ";;;"Plaza Corcubión, 16";;;;"Madrid";"40.4767453";"-3.70735400000001";"avlaflor@avlaflor.org";670325410;"www.avlaflor.org";"https://www.facebook.com/Asociación-Vecinal-La-Flor";"@LaflorAv";"Asociaciones de Vecinos";"Urbanismo";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";
"CIVICS";488;"Red de Solidaridad Popular - Getafe";;"Esta iniciativa se ha ido extendiendo con éxito en muchos pueblos de Estado español para combatir con criterios de lucha política, autoorganización y sin recurrir en la caridad, los devastadores efectos de la crisis sobre un número creciente de ciudadanos y ciudadanas. En su creación resumían esta acción como “pasar de la resistencia a la autodefensa, el apoyo mutuo y la construcción de poder popular” .";;"Centro Cívico Juan de la Cierva";"Plaza de las Provincias, s/n";;;;"Getafe";"40.3156239";"-3.71812469999998";"rspgetafe@gmail.com";;"http://www.reddesolidaridadpopular.org/red/getafe";"https://www.facebook.com/Red-de-Solidaridad-Popular-Getafe-1599372463618878/timeline/";"@rsp_getafe";"Medios de Comunicación";"Cultura";"2015-06-16 20:05:45+00";"organizacion";"Trabajo Colaborativo";"Urbanismo y Patrimonio";"Organizaciones y Asociaciones de Vecinos";"C/ de la Esfinge, 86, 28022 Madrid, Spain"
"CIVICS";492;"Red de Solidaridad Popular - Rivas";;"Es un instrumento de resistencia y de lucha contra las políticas neoliberales que están abocando a la pobreza y a la falta de oportunidades a las capas populares y trabajadoras. A través de la articulación de redes de solidaridad y de la auto-organización popular, se dará respuesta a las necesidades más urgentes que sufren muchas personas en los barrios de nuestras ciudades y pueblos, a la vez que se construirán alternativas superadoras del actual sistema político y económico.";;;"Plaza Rafael Alberti, 9 - Bajo";;;;"Rivas Vaciamadrid";"40.3519065";"-3.53573340000003";"rivas@reddesolidaridadpopular.org";649924856;"http://www.reddesolidaridadpopular.org/";"https://www.facebook.com/RedSolidaridadPopular?ref=ts&fref=ts";"@RedSolidaridad";"Espacio Vecinal";"Cultura";"2015-06-16 20:05:45+00";"colectivo";"Encuentro Diálogo y Corresponsabilidad";"Derechos e Igualdad";"Iniciativa Ciudadana";
"CIVICS";493;"Asamblea 15M Malasaña";;"La Asamblea de Barrio ""Malasaña - Dos de Mayo"" es un espacio público y horizontal en el que los vecinos podemos participar y tomar decisiones sobre los temas que nos afectan, desde los más cercanos que pueden cambiar nuestro barrio a los más globales que pueden interesar a toda nuestra sociedad. Nos reunimos el primer sábado de cada mes  a las 19:00 en verano (salvo julio/agosto/septiembre que no realizamos asamblea física) y a las 13:00 en invierno, en la Plaza del Dos de Mayo.";;;"Plaza del 2 de Mayo";;;;"Madrid";"40.4270047";"-3.7040101";"infoasamblea.dosdemayo@gmail.com";;"https://dosdemayo.tomalosbarrios.net/";"www.facebook.com/asamblea.malasana.dosdemayo";"@am_dosdemayo";"Escuela";"Derechos Humanos";"2015-06-16 20:05:45+00";"organizacion";"Encuentro Diálogo y Corresponsabilidad";"Urbanismo y Patrimonio";"Iniciativa Ciudadana";"C/ Félix Rodríguez de la Fuente, 67, 28030 Madrid, España"
